モード,条件,順番,名前,Lv,HP,攻撃,防御,速度,固有ID,勝率検証
第二章,"a3_west:{""area"": 3, ""challengeTier"": 3}",3,【氷晶】ヴィレル,4404,1562657,165978,52271,34777,,未実戦検証
第二章,"a3_west:{""area"": 3, ""challengeTier"": 3}",4,天秤の祭司イオネ,4404,1366830,69126,40105,37245,,未実戦検証
第二章,"a3_west:{""area"": 3, ""challengeTier"": 4}",1,十神Ⅲ 生命,4919,2207162,106443,65352,41257,ten_life,未実戦検証
第二章,"a3_west:{""area"": 3, ""challengeTier"": 4}",2,【氷晶】イゼル,4919,1580146,111642,45123,53964,,未実戦検証
第二章,"a3_west:{""area"": 3, ""challengeTier"": 4}",3,【氷晶】ヴィレル,4919,1829789,192569,60923,39847,,未実戦検証
第二章,"a3_west:{""area"": 3, ""challengeTier"": 4}",4,天秤の祭司イオネ,4919,1601554,80453,47054,42630,,未実戦検証
第二章,"a3_west:{""area"": 3, ""challengeTier"": 5}",1,十神Ⅲ 生命,5434,2539379,122039,75238,46503,ten_life,未実戦検証
第二章,"a3_west:{""area"": 3, ""challengeTier"": 5}",2,【氷晶】イゼル,5434,1817792,128025,51949,60874,,未実戦検証
第二章,"a3_west:{""area"": 3, ""challengeTier"": 5}",3,【氷晶】ヴィレル,5434,2103742,220012,69825,44957,,未実戦検証
第二章,"a3_west:{""area"": 3, ""challengeTier"": 5}",4,天秤の祭司イオネ,5434,1842164,92116,54171,48063,,未実戦検証
第二章,"a3_east:{""area"": 3, ""challengeTier"": 0}",1,十神Ⅰ 時間,2920,980258,73368,29447,26843,ten_time,未実戦検証
第二章,"a3_east:{""area"": 3, ""challengeTier"": 0}",2,【双雷】カリスタ,2920,830507,98332,29897,20378,,未実戦検証
第二章,"a3_east:{""area"": 3, ""challengeTier"": 0}",3,【双雷】ソレーヌ,2920,1301318,65925,55740,12848,,未実戦検証
第二章,"a3_east:{""area"": 3, ""challengeTier"": 0}",4,根灯の短剣姫リティア,2920,748702,49239,32075,20962,,未実戦検証
第二章,"a3_east:{""area"": 3, ""challengeTier"": 1}",1,十神Ⅰ 時間,3446,1287918,95203,38811,33497,ten_time,未実戦検証
第二章,"a3_east:{""area"": 3, ""challengeTier"": 1}",2,【双雷】カリスタ,3446,1086243,124621,38476,25483,,未実戦検証
第二章,"a3_east:{""area"": 3, ""challengeTier"": 1}",3,【双雷】ソレーヌ,3446,1701078,82271,70295,16702,,未実戦検証
第二章,"a3_east:{""area"": 3, ""challengeTier"": 1}",4,根灯の短剣姫リティア,3446,977377,61823,40511,26242,,未実戦検証
第二章,"a3_east:{""area"": 3, ""challengeTier"": 2}",1,十神Ⅰ 時間,3971,1603772,117669,48418,40209,ten_time,未実戦検証
第二章,"a3_east:{""area"": 3, ""challengeTier"": 2}",2,【双雷】カリスタ,3971,1348995,151798,47317,30629,,未実戦検証
第二章,"a3_east:{""area"": 3, ""challengeTier"": 2}",3,【双雷】ソレーヌ,3971,2111840,99233,85355,20557,,未実戦検証
第二章,"a3_east:{""area"": 3, ""challengeTier"": 2}",4,根灯の短剣姫リティア,3971,1212403,74859,49237,31563,,未実戦検証
第二章,"a3_east:{""area"": 3, ""challengeTier"": 3}",1,十神Ⅰ 時間,4497,1927840,140771,58272,46982,ten_time,未実戦検証
第二章,"a3_east:{""area"": 3, ""challengeTier"": 3}",2,【双雷】カリスタ,4497,1618794,179882,56424,35819,,未実戦検証
第二章,"a3_east:{""area"": 3, ""challengeTier"": 3}",3,【双雷】ソレーヌ,4497,2533663,116824,100938,24411,,未実戦検証
第二章,"a3_east:{""area"": 3, ""challengeTier"": 3}",4,根灯の短剣姫リティア,4497,1453819,88360,58264,36929,,未実戦検証
第二章,"a3_east:{""area"": 3, ""challengeTier"": 4}",1,十神Ⅰ 時間,5022,2260118,164509,68368,53812,ten_time,未実戦検証
第二章,"a3_east:{""area"": 3, ""challengeTier"": 4}",2,【双雷】カリスタ,5022,1895638,208871,65793,41050,,未実戦検証
第二章,"a3_east:{""area"": 3, ""challengeTier"": 4}",3,【双雷】ソレーヌ,5022,2966540,135044,117038,28266,,未実戦検証
第二章,"a3_east:{""area"": 3, ""challengeTier"": 4}",4,根灯の短剣姫リティア,5022,1701613,102326,67587,42335,,未実戦検証
第二章,"a3_east:{""area"": 3, ""challengeTier"": 5}",1,十神Ⅰ 時間,5548,2600615,188887,78710,60700,ten_time,未実戦検証
第二章,"a3_east:{""area"": 3, ""challengeTier"": 5}",2,【双雷】カリスタ,5548,2179544,238781,75431,46324,,未実戦検証
第二章,"a3_east:{""area"": 3, ""challengeTier"": 5}",3,【双雷】ソレーヌ,5548,3410504,153911,133667,32120,,未実戦検証
第二章,"a3_east:{""area"": 3, ""challengeTier"": 5}",4,根灯の短剣姫リティア,5548,1955819,116764,77214,47784,,未実戦検証
第二章,"a3_heart:{""area"": 3, ""challengeTier"": 0}",1,十神Ⅹ 神格,2980,1988130,112110,55398,16768,ten_divinity,未実戦検証
第二章,"a3_heart:{""area"": 3, ""challengeTier"": 0}",2,【聖翼】アウレ,2980,1250592,105399,32003,20934,,未実戦検証
第二章,"a3_heart:{""area"": 3, ""challengeTier"": 0}",3,【聖翼】ノエル,2980,1728132,74821,44100,16894,,未実戦検証
第二章,"a3_heart:{""area"": 3, ""challengeTier"": 0}",4,【返誓】ロスティア,2980,1956710,70035,59067,13288,,未実戦検証
第二章,"a3_heart:{""area"": 3, ""challengeTier"": 1}",1,十神Ⅹ 神格,3516,2608548,143112,70307,21798,ten_divinity,未実戦検証
第二章,"a3_heart:{""area"": 3, ""challengeTier"": 1}",2,【聖翼】アウレ,3516,1639857,133902,41246,26199,,未実戦検証
第二章,"a3_heart:{""area"": 3, ""challengeTier"": 1}",3,【聖翼】ノエル,3516,2265646,96307,56347,21597,,未実戦検証
第二章,"a3_heart:{""area"": 3, ""challengeTier"": 1}",4,【返誓】ロスティア,3516,2564782,87657,74656,17274,,未実戦検証
第二章,"a3_heart:{""area"": 3, ""challengeTier"": 2}",1,十神Ⅹ 神格,4053,3245661,175120,85721,26828,ten_divinity,未実戦検証
第二章,"a3_heart:{""area"": 3, ""challengeTier"": 2}",2,【聖翼】アウレ,4053,2039638,163363,50769,31507,,未実戦検証
第二章,"a3_heart:{""area"": 3, ""challengeTier"": 2}",3,【聖翼】ノエル,4053,2817697,118454,68991,26316,,未実戦検証
第二章,"a3_heart:{""area"": 3, ""challengeTier"": 2}",4,【返誓】ロスティア,4053,3189324,105938,90788,21261,,未実戦検証
第二章,"a3_heart:{""area"": 3, ""challengeTier"": 3}",1,十神Ⅹ 神格,4589,3899488,208141,101643,31859,ten_divinity,未実戦検証
第二章,"a3_heart:{""area"": 3, ""challengeTier"": 3}",2,【聖翼】アウレ,4589,2449951,193787,60573,36860,,未実戦検証
第二章,"a3_heart:{""area"": 3, ""challengeTier"": 3}",3,【聖翼】ノエル,4589,3384308,141261,82028,31051,,未実戦検証
第二章,"a3_heart:{""area"": 3, ""challengeTier"": 3}",4,【返誓】ロスティア,4589,3830360,124879,107466,25247,,未実戦検証
第二章,"a3_heart:{""area"": 3, ""challengeTier"": 4}",1,十神Ⅹ 神格,5126,4570046,242182,118077,36889,ten_divinity,未実戦検証
第二章,"a3_heart:{""area"": 3, ""challengeTier"": 4}",2,【聖翼】アウレ,5126,2870809,225181,70663,42254,,未実戦検証
第二章,"a3_heart:{""area"": 3, ""challengeTier"": 4}",3,【聖翼】ノエル,5126,3965500,164732,95468,35801,,未実戦検証
第二章,"a3_heart:{""area"": 3, ""challengeTier"": 4}",4,【返誓】ロスティア,5126,4487915,144495,124695,29234,,未実戦検証
第二章,"a3_heart:{""area"": 3, ""challengeTier"": 5}",1,十神Ⅹ 神格,5662,5257363,277254,135028,41920,ten_divinity,未実戦検証
第二章,"a3_heart:{""area"": 3, ""challengeTier"": 5}",2,【聖翼】アウレ,5662,3302227,257559,81038,47693,,未実戦検証
第二章,"a3_heart:{""area"": 3, ""challengeTier"": 5}",3,【聖翼】ノエル,5662,4561291,188876,109313,40567,,未実戦検証
第二章,"a3_heart:{""area"": 3, ""challengeTier"": 5}",4,【返誓】ロスティア,5662,5162016,164790,142486,33220,,未実戦検証
第二章,"a4_patrol:{""area"": 4, ""challengeTier"": 0}",1,鎖翼竜ヴェルグ,3800,1228046,127755,45426,20234,,未実戦検証
第二章,"a4_patrol:{""area"": 4, ""challengeTier"": 0}",2,霜鐘梟ノクティア,3800,1068528,73981,34578,26354,,未実戦検証
第二章,"a4_patrol:{""area"": 4, ""challengeTier"": 0}",3,星糸司アステラ,3800,1081637,50442,36057,20834,,未実戦検証
第二章,"a4_patrol:{""area"": 4, ""challengeTier"": 1}",1,鎖翼竜ヴェルグ,4484,1612635,165514,58971,25419,,未実戦検証
第二章,"a4_patrol:{""area"": 4, ""challengeTier"": 1}",2,霜鐘梟ノクティア,4484,1405189,97502,45571,33216,,未実戦検証
第二章,"a4_patrol:{""area"": 4, ""challengeTier"": 1}",3,星糸司アステラ,4484,1421855,66478,47521,26199,,未実戦検証
第二章,"a4_patrol:{""area"": 4, ""challengeTier"": 2}",1,鎖翼竜ヴェルグ,5168,2007511,204390,72913,30646,,未実戦検証
第二章,"a4_patrol:{""area"": 4, ""challengeTier"": 2}",2,霜鐘梟ノクティア,5168,1750755,121634,56851,40127,,未実戦検証
第二章,"a4_patrol:{""area"": 4, ""challengeTier"": 2}",3,星糸司アステラ,5168,1771099,82932,59283,31606,,未実戦検証
第二章,"a4_patrol:{""area"": 4, ""challengeTier"": 3}",1,鎖翼竜ヴェルグ,5852,2412669,244385,87249,35912,,未実戦検証
第二章,"a4_patrol:{""area"": 4, ""challengeTier"": 3}",2,霜鐘梟ノクティア,5852,2105226,146379,68416,47084,,未実戦検証
第二章,"a4_patrol:{""area"": 4, ""challengeTier"": 3}",3,星糸司アステラ,5852,2129370,99804,71344,37052,,未実戦検証
第二章,"a4_patrol:{""area"": 4, ""challengeTier"": 4}",1,鎖翼竜ヴェルグ,6536,2828127,285506,101983,41223,,未実戦検証
第二章,"a4_patrol:{""area"": 4, ""challengeTier"": 4}",2,霜鐘梟ノクティア,6536,2468612,171736,80268,54095,,未実戦検証
第二章,"a4_patrol:{""area"": 4, ""challengeTier"": 4}",3,星糸司アステラ,6536,2496679,117092,83702,42543,,未実戦検証
第二章,"a4_patrol:{""area"": 4, ""challengeTier"": 5}",1,鎖翼竜ヴェルグ,7220,3253908,327765,117117,46574,,未実戦検証
第二章,"a4_patrol:{""area"": 4, ""challengeTier"": 5}",2,霜鐘梟ノクティア,7220,2840921,197704,92405,61152,,未実戦検証
第二章,"a4_patrol:{""area"": 4, ""challengeTier"": 5}",3,星糸司アステラ,7220,2873038,134798,96359,48074,,未実戦検証
第二章,"a4_west:{""area"": 4, ""challengeTier"": 0}",1,十神Ⅶ 支配,3860,1497428,96794,39347,30971,ten_dominion,未実戦検証
第二章,"a4_west:{""area"": 4, ""challengeTier"": 0}",2,【星刻】エイレーネ,3860,1086554,72794,28330,26931,,未実戦検証
第二章,"a4_west:{""area"": 4, ""challengeTier"": 0}",3,【星刻】イリデル,3860,1760941,108558,65490,15778,,未実戦検証
第二章,"a4_west:{""area"": 4, ""challengeTier"": 0}",4,封樹の衛兵グラント,3860,1977050,86818,74043,14168,,未実戦検証
第二章,"a4_west:{""area"": 4, ""challengeTier"": 1}",1,十神Ⅶ 支配,4555,1967370,125578,51833,38521,ten_dominion,未実戦検証
第二章,"a4_west:{""area"": 4, ""challengeTier"": 1}",2,【星刻】エイレーネ,4555,1426114,93964,37320,33534,,未実戦検証
第二章,"a4_west:{""area"": 4, ""challengeTier"": 1}",3,【星刻】イリデル,4555,2301590,137042,82176,20511,,未実戦検証
第二章,"a4_west:{""area"": 4, ""challengeTier"": 1}",4,封樹の衛兵グラント,4555,2586276,108402,93442,18418,,未実戦検証
第二章,"a4_west:{""area"": 4, ""challengeTier"": 2}",1,十神Ⅶ 支配,5250,2449388,155173,64634,46150,ten_dominion,未実戦検証
第二章,"a4_west:{""area"": 4, ""challengeTier"": 2}",2,【星刻】エイレーネ,5250,1774463,115750,46536,40204,,未実戦検証
第二章,"a4_west:{""area"": 4, ""challengeTier"": 2}",3,【星刻】イリデル,5250,2856665,166507,99461,25245,,未実戦検証
第二章,"a4_west:{""area"": 4, ""challengeTier"": 2}",4,封樹の衛兵グラント,5250,3211657,130794,113508,22669,,未実戦検証
第二章,"a4_west:{""area"": 4, ""challengeTier"": 3}",1,十神Ⅶ 支配,5944,2943496,185584,77749,53858,ten_dominion,未実戦検証
第二章,"a4_west:{""area"": 4, ""challengeTier"": 3}",2,【星刻】エイレーネ,5944,2131618,138162,55979,46942,,未実戦検証
第二章,"a4_west:{""area"": 4, ""challengeTier"": 3}",3,【星刻】イリデル,5944,3426222,196970,117359,29978,,未実戦検証
第二章,"a4_west:{""area"": 4, ""challengeTier"": 3}",4,封樹の衛兵グラント,5944,3853247,154011,134256,26919,,未実戦検証
第二章,"a4_west:{""area"": 4, ""challengeTier"": 4}",1,十神Ⅶ 支配,6639,3449690,216812,91180,61642,ten_dominion,未実戦検証
第二章,"a4_west:{""area"": 4, ""challengeTier"": 4}",2,【星刻】エイレーネ,6639,2497573,161197,65648,53744,,未実戦検証
第二章,"a4_west:{""area"": 4, ""challengeTier"": 4}",3,【星刻】イリデル,6639,4010250,228430,135870,34712,,未実戦検証
第二章,"a4_west:{""area"": 4, ""challengeTier"": 4}",4,封樹の衛兵グラント,6639,4511039,178050,155687,31170,,未実戦検証
第二章,"a4_west:{""area"": 4, ""challengeTier"": 5}",1,十神Ⅶ 支配,7334,3966725,248393,104924,69104,ten_dominion,未実戦検証
第二章,"a4_west:{""area"": 4, ""challengeTier"": 5}",2,【星刻】エイレーネ,7334,2871082,184394,75545,60273,,未実戦検証
第二章,"a4_west:{""area"": 4, ""challengeTier"": 5}",3,【星刻】イリデル,7334,4604419,259460,154014,39445,,未実戦検証
第二章,"a4_west:{""area"": 4, ""challengeTier"": 5}",4,封樹の衛兵グラント,7334,5180699,201487,176817,35420,,未実戦検証
第二章,"a4_east:{""area"": 4, ""challengeTier"": 0}",1,十神Ⅷ 創造,3920,1571915,75875,44761,25289,ten_creation,未実戦検証
第二章,"a4_east:{""area"": 4, ""challengeTier"": 0}",2,【日月】ルナリア,3920,1125934,79498,30905,32536,,未実戦検証
第二章,"a4_east:{""area"": 4, ""challengeTier"": 0}",3,【日月】ソラリア,3920,1807388,99419,58979,18913,,未実戦検証
第二章,"a4_east:{""area"": 4, ""challengeTier"": 0}",4,霜鐘梟ノクティア,3920,1125934,79498,30905,27573,,未実戦検証
第二章,"a4_east:{""area"": 4, ""challengeTier"": 1}",1,十神Ⅷ 創造,4626,2064414,98011,58965,31392,ten_creation,未実戦検証
第二章,"a4_east:{""area"": 4, ""challengeTier"": 1}",2,【日月】ルナリア,4626,1477964,102784,40713,40546,,未実戦検証
第二章,"a4_east:{""area"": 4, ""challengeTier"": 1}",3,【日月】ソラリア,4626,2365426,127995,75404,24132,,未実戦検証
第二章,"a4_east:{""area"": 4, ""challengeTier"": 1}",4,霜鐘梟ノクティア,4626,1477964,102784,40713,34361,,未実戦検証
第二章,"a4_east:{""area"": 4, ""challengeTier"": 2}",1,十神Ⅷ 創造,5331,2569609,120792,73527,37563,ten_creation,未実戦検証
第二章,"a4_east:{""area"": 4, ""challengeTier"": 2}",2,【日月】ルナリア,5331,1839103,126743,50766,48636,,未実戦検証
第二章,"a4_east:{""area"": 4, ""challengeTier"": 2}",3,【日月】ソラリア,5331,2938220,157423,92347,29374,,未実戦検証
第二章,"a4_east:{""area"": 4, ""challengeTier"": 2}",4,霜鐘梟ノクティア,5331,1839103,126743,50766,41217,,未実戦検証
第二章,"a4_east:{""area"": 4, ""challengeTier"": 3}",1,十神Ⅷ 創造,6037,3087510,144219,88446,43801,ten_creation,未実戦検証
第二章,"a4_east:{""area"": 4, ""challengeTier"": 3}",2,【日月】ルナリア,6037,2209356,151379,61069,56806,,未実戦検証
第二章,"a4_east:{""area"": 4, ""challengeTier"": 3}",3,【日月】ソラリア,6037,3525798,187708,109808,34635,,未実戦検証
第二章,"a4_east:{""area"": 4, ""challengeTier"": 3}",4,霜鐘梟ノクティア,6037,2209356,151379,61069,48141,,未実戦検証
第二章,"a4_east:{""area"": 4, ""challengeTier"": 4}",1,十神Ⅷ 創造,6742,3618120,168299,103724,50104,ten_creation,未実戦検証
第二章,"a4_east:{""area"": 4, ""challengeTier"": 4}",2,【日月】ルナリア,6742,2588731,176696,71616,65052,,未実戦検証
第二章,"a4_east:{""area"": 4, ""challengeTier"": 4}",3,【日月】ソラリア,6742,4128170,218855,127792,39917,,未実戦検証
第二章,"a4_east:{""area"": 4, ""challengeTier"": 4}",4,霜鐘梟ノクティア,6742,2588731,176696,71616,55129,,未実戦検証
第二章,"a4_east:{""area"": 4, ""challengeTier"": 5}",1,十神Ⅷ 創造,7448,4159934,192562,119361,56133,ten_creation,未実戦検証
第二章,"a4_east:{""area"": 4, ""challengeTier"": 5}",2,【日月】ルナリア,7448,2975971,202225,82413,72975,,未実戦検証
第二章,"a4_east:{""area"": 4, ""challengeTier"": 5}",3,【日月】ソラリア,7448,4741639,250150,145750,45114,,未実戦検証
第二章,"a4_east:{""area"": 4, ""challengeTier"": 5}",4,霜鐘梟ノクティア,7448,2975971,202225,82413,61843,,未実戦検証
第二章,"a4_heart:{""area"": 4, ""challengeTier"": 0}",1,十神Ⅸ 終焉,3980,2702085,190723,54071,20464,ten_end,未実戦検証
第二章,"a4_heart:{""area"": 4, ""challengeTier"": 0}",2,【魔導姫】セフィラ,3980,1713152,86204,33481,33294,,未実戦検証
第二章,"a4_heart:{""area"": 4, ""challengeTier"": 0}",3,【魔導姫】アストレル,3980,2728603,107529,62906,19425,,未実戦検証
第二章,"a4_heart:{""area"": 4, ""challengeTier"": 0}",4,天秤の祭司イオネ,3980,1734554,62360,34914,26505,,未実戦検証
第二章,"a4_heart:{""area"": 4, ""challengeTier"": 1}",1,十神Ⅸ 終焉,4696,3551482,245278,71229,25926,ten_end,未実戦検証
第二章,"a4_heart:{""area"": 4, ""challengeTier"": 1}",2,【魔導姫】セフィラ,4696,2251490,111607,44104,41522,,未実戦検証
第二章,"a4_heart:{""area"": 4, ""challengeTier"": 1}",3,【魔導姫】アストレル,4696,3578870,138658,80562,24796,,未実戦検証
第二章,"a4_heart:{""area"": 4, ""challengeTier"": 1}",4,天秤の祭司イオネ,4696,2278624,80195,45992,32965,,未実戦検証
第二章,"a4_heart:{""area"": 4, ""challengeTier"": 2}",1,十神Ⅸ 終焉,5413,4422649,301478,88820,31417,ten_end,未実戦検証
第二章,"a4_heart:{""area"": 4, ""challengeTier"": 2}",2,【魔導姫】セフィラ,5413,2803633,137737,54998,49828,,未実戦検証
第二章,"a4_heart:{""area"": 4, ""challengeTier"": 2}",3,【魔導姫】アストレル,5413,4451270,170706,98771,30188,,未実戦検証
第二章,"a4_heart:{""area"": 4, ""challengeTier"": 2}",4,天秤の祭司イオネ,5413,2836692,98568,57352,39491,,未実戦検証
第二章,"a4_heart:{""area"": 4, ""challengeTier"": 3}",1,十神Ⅸ 終焉,6129,5315610,359340,106843,36941,ten_end,未実戦検証
第二章,"a4_heart:{""area"": 4, ""challengeTier"": 3}",2,【魔導姫】セフィラ,6129,3369600,164601,66157,58220,,未実戦検証
第二章,"a4_heart:{""area"": 4, ""challengeTier"": 3}",3,【魔導姫】アストレル,6129,5345844,203684,117530,35601,,未実戦検証
第二章,"a4_heart:{""area"": 4, ""challengeTier"": 3}",4,天秤の祭司イオネ,6129,3408779,117484,68988,46090,,未実戦検証
第二章,"a4_heart:{""area"": 4, ""challengeTier"": 4}",1,十神Ⅸ 終焉,6846,6230360,418858,125299,42494,ten_end,未実戦検証
第二章,"a4_heart:{""area"": 4, ""challengeTier"": 4}",2,【魔導姫】セフィラ,6846,3949384,192198,77585,66687,,未実戦検証
第二章,"a4_heart:{""area"": 4, ""challengeTier"": 4}",3,【魔導姫】アストレル,6846,6262592,237587,136847,41035,,未実戦検証
第二章,"a4_heart:{""area"": 4, ""challengeTier"": 4}",4,天秤の祭司イオネ,6846,3994879,136943,80906,52752,,未実戦検証
第二章,"a4_heart:{""area"": 4, ""challengeTier"": 5}",1,十神Ⅸ 終焉,7562,7164972,478608,144187,47923,ten_end,未実戦検証
第二章,"a4_heart:{""area"": 4, ""challengeTier"": 5}",2,【魔導姫】セフィラ,7562,4541721,220061,89280,74830,,未実戦検証
第二章,"a4_heart:{""area"": 4, ""challengeTier"": 5}",3,【魔導姫】アストレル,7562,7197774,271702,156167,46384,,未実戦検証
第二章,"a4_heart:{""area"": 4, ""challengeTier"": 5}",4,天秤の祭司イオネ,7562,4593472,156477,93101,59140,,未実戦検証
第二章,"patrol:{""area"": 0, ""challengeTier"": 0}",1,芽灯虫コロル,1050,83024,10005,5052,6935,,未実戦検証
第二章,"patrol:{""area"": 0, ""challengeTier"": 0}",2,棘盾獣バルク,1050,148016,9290,9406,4118,,未実戦検証
第二章,"patrol:{""area"": 0, ""challengeTier"": 1}",1,芽灯虫コロル,1239,84624,10168,5170,7035,,未実戦検証
第二章,"patrol:{""area"": 0, ""challengeTier"": 1}",2,棘盾獣バルク,1239,151049,9606,9708,4096,,未実戦検証
第二章,"patrol:{""area"": 0, ""challengeTier"": 2}",1,芽灯虫コロル,1428,86256,10330,5292,7146,,未実戦検証
第二章,"patrol:{""area"": 0, ""challengeTier"": 2}",2,棘盾獣バルク,1428,154158,9942,10028,4072,,未実戦検証
第二章,"patrol:{""area"": 0, ""challengeTier"": 3}",1,芽灯虫コロル,1617,87896,10493,5415,7255,,未実戦検証
第二章,"patrol:{""area"": 0, ""challengeTier"": 3}",2,棘盾獣バルク,1617,157288,10284,10352,4048,,未実戦検証
第二章,"patrol:{""area"": 0, ""challengeTier"": 4}",1,芽灯虫コロル,1806,89492,10656,5532,7346,,未実戦検証
第二章,"patrol:{""area"": 0, ""challengeTier"": 4}",2,棘盾獣バルク,1806,160310,10596,10650,4028,,未実戦検証
第二章,"patrol:{""area"": 0, ""challengeTier"": 5}",1,芽灯虫コロル,1995,91105,10818,5651,7441,,未実戦検証
第二章,"patrol:{""area"": 0, ""challengeTier"": 5}",2,棘盾獣バルク,1995,163372,10921,10957,4006,,未実戦検証
第二章,"west:{""area"": 0, ""challengeTier"": 0}",1,棘盾獣バルク,1100,262759,15036,16292,4672,,未実戦検証
第二章,"west:{""area"": 0, ""challengeTier"": 0}",2,芽灯虫コロル,1100,104938,10563,5690,9131,,未実戦検証
第二章,"west:{""area"": 0, ""challengeTier"": 0}",3,露鈴の案内姫ピピア,1100,108037,7202,6196,6960,,未実戦検証
第二章,"west:{""area"": 0, ""challengeTier"": 1}",1,棘盾獣バルク,1298,268274,15593,16945,4651,,未実戦検証
第二章,"west:{""area"": 0, ""challengeTier"": 1}",2,芽灯虫コロル,1298,106923,10728,5826,9248,,未実戦検証
第二章,"west:{""area"": 0, ""challengeTier"": 1}",3,露鈴の案内姫ピピア,1298,110348,7315,6376,7038,,未実戦検証
第二章,"west:{""area"": 0, ""challengeTier"": 2}",1,棘盾獣バルク,1496,273899,16177,17623,4629,,未実戦検証
第二章,"west:{""area"": 0, ""challengeTier"": 2}",2,芽灯虫コロル,1496,108935,10893,5964,9369,,未実戦検証
第二章,"west:{""area"": 0, ""challengeTier"": 2}",3,露鈴の案内姫ピピア,1496,112706,7427,6560,7119,,未実戦検証
第二章,"west:{""area"": 0, ""challengeTier"": 3}",1,棘盾獣バルク,1694,279631,16783,18334,4606,,未実戦検証
第二章,"west:{""area"": 0, ""challengeTier"": 3}",2,芽灯虫コロル,1694,110972,11058,6106,9497,,未実戦検証
第二章,"west:{""area"": 0, ""challengeTier"": 3}",3,露鈴の案内姫ピピア,1694,115110,7540,6751,7204,,未実戦検証
第二章,"west:{""area"": 0, ""challengeTier"": 4}",1,棘盾獣バルク,1892,285479,17417,19075,4582,,未実戦検証
第二章,"west:{""area"": 0, ""challengeTier"": 4}",2,芽灯虫コロル,1892,113039,11223,6252,9628,,未実戦検証
第二章,"west:{""area"": 0, ""challengeTier"": 4}",3,露鈴の案内姫ピピア,1892,117568,7652,6949,7291,,未実戦検証
第二章,"west:{""area"": 0, ""challengeTier"": 5}",1,棘盾獣バルク,2090,291436,18076,19846,4557,,未実戦検証
第二章,"west:{""area"": 0, ""challengeTier"": 5}",2,芽灯虫コロル,2090,115132,11388,6401,9765,,未実戦検証
第二章,"west:{""area"": 0, ""challengeTier"": 5}",3,露鈴の案内姫ピピア,2090,120073,7765,7152,7382,,未実戦検証
第二章,"east:{""area"": 0, ""challengeTier"": 0}",1,封樹の衛兵グラント,1100,262759,14651,18697,4120,,未実戦検証
第二章,"east:{""area"": 0, ""challengeTier"": 0}",2,煤紫の剣魔リリカ,1100,120988,18113,8562,6160,,未実戦検証
第二章,"east:{""area"": 0, ""challengeTier"": 0}",3,封書の小剣姫ルメア,1100,108037,9330,8019,6328,,未実戦検証
第二章,"east:{""area"": 0, ""challengeTier"": 1}",1,封樹の衛兵グラント,1298,268274,15256,19377,4085,,未実戦検証
第二章,"east:{""area"": 0, ""challengeTier"": 1}",2,煤紫の剣魔リリカ,1298,123493,18814,8852,6230,,未実戦検証
第二章,"east:{""area"": 0, ""challengeTier"": 1}",3,封書の小剣姫ルメア,1298,110348,9805,8327,6392,,未実戦検証
第二章,"east:{""area"": 0, ""challengeTier"": 2}",1,封樹の衛兵グラント,1496,273899,15892,20084,4048,,未実戦検証
第二章,"east:{""area"": 0, ""challengeTier"": 2}",2,煤紫の剣魔リリカ,1496,126045,19547,9151,6304,,未実戦検証
第二章,"east:{""area"": 0, ""challengeTier"": 2}",3,封書の小剣姫ルメア,1496,112706,10308,8647,6458,,未実戦検証
第二章,"east:{""area"": 0, ""challengeTier"": 3}",1,封樹の衛兵グラント,1694,279631,16554,20820,4010,,未実戦検証
第二章,"east:{""area"": 0, ""challengeTier"": 3}",2,煤紫の剣魔リリカ,1694,128643,20310,9462,6381,,未実戦検証
第二章,"east:{""area"": 0, ""challengeTier"": 3}",3,封書の小剣姫ルメア,1694,115110,10834,8982,6528,,未実戦検証
第二章,"east:{""area"": 0, ""challengeTier"": 4}",1,封樹の衛兵グラント,1892,285479,17249,21588,3970,,未実戦検証
第二章,"east:{""area"": 0, ""challengeTier"": 4}",2,煤紫の剣魔リリカ,1892,131293,21108,9786,6460,,未実戦検証
第二章,"east:{""area"": 0, ""challengeTier"": 4}",3,封書の小剣姫ルメア,1892,117568,11389,9331,6599,,未実戦検証
第二章,"east:{""area"": 0, ""challengeTier"": 5}",1,封樹の衛兵グラント,2090,291436,17973,22386,3928,,未実戦検証
第二章,"east:{""area"": 0, ""challengeTier"": 5}",2,煤紫の剣魔リリカ,2090,133991,21940,10120,6543,,未実戦検証
第二章,"east:{""area"": 0, ""challengeTier"": 5}",3,封書の小剣姫ルメア,2090,120073,11969,9695,6673,,未実戦検証
第二章,"heart:{""area"": 0, ""challengeTier"": 0}",1,【鏡侍女】リュネ,1200,648934,19961,21242,5433,,未実戦検証
第二章,"heart:{""area"": 0, ""challengeTier"": 0}",2,【鏡侍女】ロゼ,1200,299216,24838,9752,7673,,未実戦検証
第二章,"heart:{""area"": 0, ""challengeTier"": 0}",3,【薬毒】ミレア,1200,266318,9758,8294,8015,,未実戦検証
第二章,"heart:{""area"": 0, ""challengeTier"": 0}",4,芽灯虫コロル,1200,261744,14312,7696,10498,,未実戦検証
第二章,"heart:{""area"": 0, ""challengeTier"": 1}",1,【鏡侍女】リュネ,1416,660538,20666,21974,5397,,未実戦検証
第二章,"heart:{""area"": 0, ""challengeTier"": 1}",2,【鏡侍女】ロゼ,1416,304529,25661,10064,7747,,未実戦検証
