対象ID,モード,編成,種族ID,Lv,試行数,勝利数,勝率%,勝利時平均R,勝利時最大R,初手戦闘不能あり%,MPが0になった戦闘%,相乗効果平均発動数
manual:ten_dominion:projection50,手動顕現試練,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,999,100,100,100,1,1,0,0,0
manual:ten_dominion:projection50,手動顕現試練,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,999,100,100,100,1.01,2,0,0,1.35
manual:ten_dominion:projection50,手動顕現試練,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,999,100,100,100,1.02,2,0,0,1.04
manual:ten_dominion:projection100,手動顕現試練,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,4999,100,100,100,1,1,0,0,0
manual:ten_dominion:projection100,手動顕現試練,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,4999,100,100,100,1.02,2,0,0,1.37
manual:ten_dominion:projection100,手動顕現試練,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,4999,100,100,100,1.02,2,0,0,1.04
manual:ten_dominion:manifest50,手動顕現試練,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,9999,100,100,100,1,1,0,0,0
manual:ten_dominion:manifest50,手動顕現試練,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,9999,100,100,100,1.01,2,0,0,1.03
manual:ten_dominion:manifest50,手動顕現試練,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,9999,100,100,100,1.03,2,0,0,1.37
manual:ten_dominion:manifest100,手動顕現試練,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,10000,100,100,100,1,1,0,0,0
manual:ten_dominion:manifest100,手動顕現試練,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,10000,100,100,100,1.01,2,0,0,1.03
manual:ten_dominion:manifest100,手動顕現試練,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,10000,100,100,100,1.03,2,0,0,1.37
manual:ten_creation:projection50,手動顕現試練,【封鍵】メリオラ / 【封鍵】エリゼル / 【薔薇】ノクテル / 【薔薇】オーリアン,ch2_meliora / ch2_elyselle / ch2_noctelle / ch2_auriane,999,100,100,100,1,1,0,0,0
manual:ten_creation:projection50,手動顕現試練,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,999,100,100,100,1.09,2,0,0,1.28
manual:ten_creation:projection50,手動顕現試練,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,999,100,100,100,1.47,2,0,0,0
manual:ten_creation:projection100,手動顕現試練,【封鍵】メリオラ / 【封鍵】エリゼル / 【薔薇】ノクテル / 【薔薇】オーリアン,ch2_meliora / ch2_elyselle / ch2_noctelle / ch2_auriane,4999,100,100,100,1,1,0,0,0
manual:ten_creation:projection100,手動顕現試練,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,4999,100,100,100,1.13,2,0,0,1.33
manual:ten_creation:projection100,手動顕現試練,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,4999,100,100,100,1.62,2,0,0,0
manual:ten_creation:manifest50,手動顕現試練,【封鍵】メリオラ / 【封鍵】エリゼル / 【薔薇】ノクテル / 【薔薇】オーリアン,ch2_meliora / ch2_elyselle / ch2_noctelle / ch2_auriane,9999,100,100,100,1,1,0,0,0
manual:ten_creation:manifest50,手動顕現試練,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,9999,100,100,100,1.13,2,0,0,1.27
manual:ten_creation:manifest50,手動顕現試練,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,9999,100,100,100,1.71,2,0,0,0
manual:ten_creation:manifest100,手動顕現試練,【封鍵】メリオラ / 【封鍵】エリゼル / 【薔薇】ノクテル / 【薔薇】オーリアン,ch2_meliora / ch2_elyselle / ch2_noctelle / ch2_auriane,10000,100,100,100,1,1,0,0,0
manual:ten_creation:manifest100,手動顕現試練,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,10000,100,100,100,1.13,2,0,0,1.27
manual:ten_creation:manifest100,手動顕現試練,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,10000,100,100,100,1.71,2,0,0,0
manual:ten_end:projection50,手動顕現試練,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,999,100,100,100,1.01,2,0,0,0
manual:ten_end:projection50,手動顕現試練,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,999,100,100,100,1.01,2,0,0,0.66
manual:ten_end:projection50,手動顕現試練,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,999,100,100,100,1.01,2,0,0,1.03
manual:ten_end:projection100,手動顕現試練,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,4999,100,100,100,1.01,2,0,0,0.74
manual:ten_end:projection100,手動顕現試練,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,4999,100,100,100,1.01,2,0,0,1.02
manual:ten_end:projection100,手動顕現試練,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,4999,100,100,100,1.02,2,0,0,0
manual:ten_end:manifest50,手動顕現試練,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,9999,100,100,100,1.01,2,0,0,0.75
manual:ten_end:manifest50,手動顕現試練,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,9999,100,100,100,1.01,2,0,0,1.02
manual:ten_end:manifest50,手動顕現試練,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,9999,100,100,100,1.02,2,0,0,0
manual:ten_end:manifest100,手動顕現試練,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,10000,100,100,100,1.01,2,0,0,0.75
manual:ten_end:manifest100,手動顕現試練,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,10000,100,100,100,1.01,2,0,0,1.02
manual:ten_end:manifest100,手動顕現試練,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,10000,100,100,100,1.02,2,0,0,0
manual:ten_divinity:projection50,手動顕現試練,【竜姫】ドラシア / 【竜姫】リュシエ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_dracia / ch2_rucie / ch2_mirea / ch2_viola,999,100,100,100,8.28,17,0,0,2.58
manual:ten_divinity:projection50,手動顕現試練,【封鍵】メリオラ / 【封鍵】エリゼル / 【薔薇】ノクテル / 【薔薇】オーリアン,ch2_meliora / ch2_elyselle / ch2_noctelle / ch2_auriane,999,100,100,100,9.65,15,0,0,1.89
manual:ten_divinity:projection50,手動顕現試練,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,999,100,99,99,8.6,13,0,0,0.37
manual:ten_divinity:projection100,手動顕現試練,【封鍵】メリオラ / 【封鍵】エリゼル / 【薔薇】ノクテル / 【薔薇】オーリアン,ch2_meliora / ch2_elyselle / ch2_noctelle / ch2_auriane,4999,100,100,100,9.8,18,0,0,1.85
manual:ten_divinity:projection100,手動顕現試練,【竜姫】ドラシア / 【竜姫】リュシエ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_dracia / ch2_rucie / ch2_mirea / ch2_viola,4999,100,99,99,8.61,15,0,0,2.66
manual:ten_divinity:projection100,手動顕現試練,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,4999,100,99,99,8.86,18,0,0,0.36
manual:ten_divinity:manifest50,手動顕現試練,【竜姫】ドラシア / 【竜姫】リュシエ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_dracia / ch2_rucie / ch2_mirea / ch2_viola,9999,100,100,100,8.94,16,0,0,2.61
manual:ten_divinity:manifest50,手動顕現試練,【封鍵】メリオラ / 【封鍵】エリゼル / 【薔薇】ノクテル / 【薔薇】オーリアン,ch2_meliora / ch2_elyselle / ch2_noctelle / ch2_auriane,9999,100,100,100,9.94,19,0,0,1.9
manual:ten_divinity:manifest50,手動顕現試練,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,9999,100,98,98,8.92,11,0,0,0.34
manual:ten_divinity:manifest100,手動顕現試練,【竜姫】ドラシア / 【竜姫】リュシエ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_dracia / ch2_rucie / ch2_mirea / ch2_viola,10000,100,100,100,8.97,16,0,0,2.59
manual:ten_divinity:manifest100,手動顕現試練,【封鍵】メリオラ / 【封鍵】エリゼル / 【薔薇】ノクテル / 【薔薇】オーリアン,ch2_meliora / ch2_elyselle / ch2_noctelle / ch2_auriane,10000,100,100,100,10.01,19,0,0,1.93
manual:ten_divinity:manifest100,手動顕現試練,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,10000,100,98,98,8.93,11,0,0,0.35
chapter:a1_patrol:0,第二章,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,1400,100,100,100,1,1,0,0,0
chapter:a1_patrol:0,第二章,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,1400,100,100,100,1,1,0,0,1.84
chapter:a1_patrol:0,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,1400,100,100,100,1,1,0,0,1
chapter:a1_patrol:1,第二章,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,1652,100,100,100,1,1,0,0,0
chapter:a1_patrol:1,第二章,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,1652,100,100,100,1,1,0,0,1.31
chapter:a1_patrol:1,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,1652,100,100,100,1,1,0,0,1
chapter:a1_patrol:2,第二章,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,1904,100,100,100,1,1,0,0,0
chapter:a1_patrol:2,第二章,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,1904,100,100,100,1,1,0,0,1.01
chapter:a1_patrol:2,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,1904,100,100,100,1,1,0,0,1
chapter:a1_patrol:3,第二章,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,2156,100,100,100,1,1,0,0,0
chapter:a1_patrol:3,第二章,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,2156,100,100,100,1,1,0,0,0.99
chapter:a1_patrol:3,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,2156,100,100,100,1,1,0,0,1
chapter:a1_patrol:4,第二章,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,2408,100,100,100,1,1,0,0,0
chapter:a1_patrol:4,第二章,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,2408,100,100,100,1,1,0,0,0.98
chapter:a1_patrol:4,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,2408,100,100,100,1,1,0,0,1
chapter:a1_patrol:5,第二章,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,2660,100,100,100,1,1,0,0,0
chapter:a1_patrol:5,第二章,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,2660,100,100,100,1,1,0,0,0.15
chapter:a1_patrol:5,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,2660,100,100,100,1,1,0,0,1
chapter:a1_west:0,第二章,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,1460,100,100,100,1,1,0,0,0
chapter:a1_west:0,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,1460,100,100,100,1,1,0,0,1
chapter:a1_west:0,第二章,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,1460,100,100,100,1.01,2,0,0,1.94
chapter:a1_west:1,第二章,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,1723,100,100,100,1,1,0,0,0
chapter:a1_west:1,第二章,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,1723,100,100,100,1,1,0,0,1.97
chapter:a1_west:1,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,1723,100,100,100,1,1,0,0,1
chapter:a1_west:2,第二章,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,1986,100,100,100,1,1,0,0,0
chapter:a1_west:2,第二章,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,1986,100,100,100,1,1,0,0,1.97
chapter:a1_west:2,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,1986,100,100,100,1,1,0,0,1
chapter:a1_west:3,第二章,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,2248,100,100,100,1,1,0,0,0
chapter:a1_west:3,第二章,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,2248,100,100,100,1,1,0,0,1.03
chapter:a1_west:3,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,2248,100,100,100,1,1,0,0,1
chapter:a1_west:4,第二章,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,2511,100,100,100,1,1,0,0,0
chapter:a1_west:4,第二章,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,2511,100,100,100,1,1,0,0,1.03
chapter:a1_west:4,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,2511,100,100,100,1,1,0,0,1
chapter:a1_west:5,第二章,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,2774,100,100,100,1,1,0,0,0
chapter:a1_west:5,第二章,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,2774,100,100,100,1,1,0,0,1.03
chapter:a1_west:5,第二章,【硝子】セリア / 【硝子】カルミア / 封書の小剣姫ルメア / 夜灯の従騎フィオラ,ch2_seria / ch2_carmia / ch2_lumea / ch2_fiora,2774,100,100,100,1.01,2,0,0,0.71
chapter:a1_east:0,第二章,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,1520,100,100,100,1,1,0,0,0
chapter:a1_east:0,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,1520,100,100,100,1,1,0,0,1.01
chapter:a1_east:0,第二章,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,1520,100,100,100,1.02,2,0,0,1.96
chapter:a1_east:1,第二章,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,1794,100,100,100,1,1,0,0,0
chapter:a1_east:1,第二章,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,1794,100,100,100,1,1,0,0,1.03
chapter:a1_east:1,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,1794,100,100,100,1,1,0,0,1
chapter:a1_east:2,第二章,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,2067,100,100,100,1,1,0,0,0
chapter:a1_east:2,第二章,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,2067,100,100,100,1,1,0,0,1.03
chapter:a1_east:2,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,2067,100,100,100,1,1,0,0,1
chapter:a1_east:3,第二章,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,2341,100,100,100,1,1,0,0,0
chapter:a1_east:3,第二章,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,2341,100,100,100,1,1,0,0,1.03
chapter:a1_east:3,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,2341,100,100,100,1,1,0,0,1
chapter:a1_east:4,第二章,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,2614,100,100,100,1,1,0,0,0
chapter:a1_east:4,第二章,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,2614,100,100,100,1,1,0,0,1.03
chapter:a1_east:4,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,2614,100,100,100,1,1,0,0,1
chapter:a1_east:5,第二章,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,2888,100,100,100,1,1,0,0,0
chapter:a1_east:5,第二章,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,2888,100,100,100,1,1,0,0,1.03
chapter:a1_east:5,第二章,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,2888,100,100,100,1,1,0,0,1
chapter:a1_heart:0,第二章,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,1580,100,100,100,1,1,0,0,0.76
chapter:a1_heart:0,第二章,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,1580,100,100,100,1.03,2,0,0,0
chapter:a1_heart:0,第二章,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,1580,100,100,100,1.04,2,0,0,0.04
chapter:a1_heart:1,第二章,【封鍵】メリオラ / 【封鍵】エリゼル / 【薔薇】ノクテル / 【薔薇】オーリアン,ch2_meliora / ch2_elyselle / ch2_noctelle / ch2_auriane,1864,100,100,100,1.01,2,0,0,0
chapter:a1_heart:1,第二章,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,1864,100,100,100,1.04,2,0,0,0
chapter:a1_heart:1,第二章,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,1864,100,100,100,1.04,2,0,0,0
chapter:a1_heart:2,第二章,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,2149,100,100,100,1,1,0,0,0
chapter:a1_heart:2,第二章,【封鍵】メリオラ / 【封鍵】エリゼル / 【薔薇】ノクテル / 【薔薇】オーリアン,ch2_meliora / ch2_elyselle / ch2_noctelle / ch2_auriane,2149,100,100,100,1,1,0,0,0
chapter:a1_heart:2,第二章,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,2149,100,100,100,1.02,2,0,0,0.01
chapter:a1_heart:3,第二章,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,2433,100,100,100,1,1,0,0,0
chapter:a1_heart:3,第二章,【封鍵】メリオラ / 【封鍵】エリゼル / 【薔薇】ノクテル / 【薔薇】オーリアン,ch2_meliora / ch2_elyselle / ch2_noctelle / ch2_auriane,2433,100,100,100,1,1,0,0,0
chapter:a1_heart:3,第二章,【竜姫】ドラシア / 【竜姫】リュシエ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_dracia / ch2_rucie / ch2_mirea / ch2_viola,2433,100,100,100,1,1,0,0,1
chapter:a1_heart:4,第二章,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,2718,100,100,100,1,1,0,0,0
chapter:a1_heart:4,第二章,【封鍵】メリオラ / 【封鍵】エリゼル / 【薔薇】ノクテル / 【薔薇】オーリアン,ch2_meliora / ch2_elyselle / ch2_noctelle / ch2_auriane,2718,100,100,100,1,1,0,0,0
chapter:a1_heart:4,第二章,【竜姫】ドラシア / 【竜姫】リュシエ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_dracia / ch2_rucie / ch2_mirea / ch2_viola,2718,100,100,100,1,1,0,0,1
