対象ID,編成,種族ID,Lv,記録済試行数,勝利数,勝率%,平均R,例外
chapter:vault1:1,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,2726,100,100,100,2,
chapter:vault1:1,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,2726,100,100,100,2,
chapter:vault1:1,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,2726,100,100,100,1.94,
chapter:roam1_1:3,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,4004,100,100,100,1.02,
chapter:roam1_1:3,【星糸】セレス / 【星糸】ルミナ / 【誓姫】リリエット / 【誓姫】ロゼット,ch2_celes / ch2_lumina / ch2_lyriet / ch2_rosette,4004,100,100,100,1.08,
chapter:roam1_1:3,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,4004,100,100,100,1.02,
chapter:roam1_3:5,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,2660,100,100,100,1.99,
chapter:roam1_3:5,【封鍵】メリオラ / 【封鍵】エリゼル / 【薔薇】ノクテル / 【薔薇】オーリアン,ch2_meliora / ch2_elyselle / ch2_noctelle / ch2_auriane,2660,100,100,100,1,
chapter:roam1_3:5,【竜姫】ドラシア / 【竜姫】リュシエ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_dracia / ch2_rucie / ch2_mirea / ch2_viola,2660,100,100,100,1,
chapter:vault2:1,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,3894,100,100,100,2,
chapter:vault2:1,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,3894,100,100,100,1.38,
chapter:vault2:1,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,3894,100,100,100,2,
chapter:roam2_1:3,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,3080,100,100,100,1,
chapter:roam2_1:3,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,3080,100,100,100,1,
chapter:roam2_1:3,【硝子】セリア / 【硝子】カルミア / 封書の小剣姫ルメア / 夜灯の従騎フィオラ,ch2_seria / ch2_carmia / ch2_lumea / ch2_fiora,3080,100,100,100,1.03,
chapter:roam2_3:5,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,3800,100,100,100,1,
chapter:roam2_3:5,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,3800,100,100,100,1.01,
chapter:roam2_3:5,【硝子】セリア / 【硝子】カルミア / 封書の小剣姫ルメア / 夜灯の従騎フィオラ,ch2_seria / ch2_carmia / ch2_lumea / ch2_fiora,3800,100,100,100,1.01,
chapter:vault3:1,【竜姫】ドラシア / 【竜姫】リュシエ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_dracia / ch2_rucie / ch2_mirea / ch2_viola,5452,100,100,100,3.08,
chapter:vault3:1,【封鍵】メリオラ / 【封鍵】エリゼル / 【薔薇】ノクテル / 【薔薇】オーリアン,ch2_meliora / ch2_elyselle / ch2_noctelle / ch2_auriane,5452,100,100,100,4,
chapter:vault3:1,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,5452,100,100,100,3.1,
chapter:roam3_1:3,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,4312,100,100,100,1,
chapter:roam3_1:3,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,4312,100,100,100,1.01,
chapter:roam3_1:3,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,4312,100,100,100,1,
chapter:roam3_3:5,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,9120,100,100,100,1,
chapter:roam3_3:5,【星糸】セレス / 【星糸】ルミナ / 【誓姫】リリエット / 【誓姫】ロゼット,ch2_celes / ch2_lumina / ch2_lyriet / ch2_rosette,9120,100,100,100,1.05,
chapter:roam3_3:5,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,9120,100,100,100,1.01,
chapter:vault4:1,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,7399,100,100,100,2.01,
chapter:vault4:1,【封鍵】メリオラ / 【封鍵】エリゼル / 【薔薇】ノクテル / 【薔薇】オーリアン,ch2_meliora / ch2_elyselle / ch2_noctelle / ch2_auriane,7399,100,100,100,3.96,
chapter:vault4:1,【竜姫】ドラシア / 【竜姫】リュシエ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_dracia / ch2_rucie / ch2_mirea / ch2_viola,7399,100,100,100,3.65,
chapter:roam4_1:3,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,8624,100,100,100,2,
chapter:roam4_1:3,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,8624,100,100,100,1.38,
chapter:roam4_1:3,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,8624,100,100,100,1.18,
chapter:roam4_3:5,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,9880,100,100,100,1,
chapter:roam4_3:5,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,9880,100,100,100,1,
chapter:roam4_3:5,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,9880,100,100,100,2,
chapter:roam0_1_391:1,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,1239,100,100,100,1,
chapter:roam0_1_391:1,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,1239,100,100,100,1,
chapter:roam0_1_391:1,【硝子】セリア / 【硝子】カルミア / 封書の小剣姫ルメア / 夜灯の従騎フィオラ,ch2_seria / ch2_carmia / ch2_lumea / ch2_fiora,1239,100,100,100,1,
chapter:roam2_3_391:3,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,3080,100,100,100,1,
chapter:roam2_3_391:3,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,3080,100,100,100,1,
chapter:roam2_3_391:3,【硝子】セリア / 【硝子】カルミア / 封書の小剣姫ルメア / 夜灯の従騎フィオラ,ch2_seria / ch2_carmia / ch2_lumea / ch2_fiora,3080,100,100,100,1.08,
chapter:roam4_4_391:5,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,10000,100,100,100,1.01,
chapter:roam4_4_391:5,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,10000,100,100,100,1.94,
chapter:roam4_4_391:5,【封鍵】メリオラ / 【封鍵】エリゼル / 【薔薇】ノクテル / 【薔薇】オーリアン,ch2_meliora / ch2_elyselle / ch2_noctelle / ch2_auriane,10000,100,100,100,2.02,
chapter:roam3_1_392:1,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,3304,100,100,100,1,
chapter:roam3_1_392:1,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,3304,100,100,100,1.02,
chapter:roam3_1_392:1,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,3304,100,100,100,1,
chapter:roam4_3_392:3,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,8008,100,100,100,1.01,
chapter:roam4_3_392:3,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,8008,100,100,100,2,
chapter:roam4_3_392:3,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,8008,100,100,100,2,
chapter:roam0_3_elite393:3,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,1680,100,100,100,1,
chapter:roam0_3_elite393:3,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,1680,100,100,100,1,
chapter:roam0_3_elite393:3,【硝子】セリア / 【硝子】カルミア / 封書の小剣姫ルメア / 夜灯の従騎フィオラ,ch2_seria / ch2_carmia / ch2_lumea / ch2_fiora,1680,100,100,100,1,
chapter:roam1_3_elite393:2,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,1890,100,100,100,1,
chapter:roam1_3_elite393:2,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,1890,100,100,100,1,
chapter:roam1_3_elite393:2,【硝子】セリア / 【硝子】カルミア / 封書の小剣姫ルメア / 夜灯の従騎フィオラ,ch2_seria / ch2_carmia / ch2_lumea / ch2_fiora,1890,100,100,100,1,
chapter:roam2_3_elite393:1,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,2300,100,100,100,1,
chapter:roam2_3_elite393:1,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,2300,100,100,100,1.01,
chapter:roam2_3_elite393:1,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,2300,100,100,100,1,
chapter:roam3_1_elite393:3,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,4480,100,100,100,1.01,
chapter:roam3_1_elite393:3,【封鍵】メリオラ / 【封鍵】エリゼル / 【薔薇】ノクテル / 【薔薇】オーリアン,ch2_meliora / ch2_elyselle / ch2_noctelle / ch2_auriane,4480,100,100,100,1.14,
chapter:roam3_1_elite393:3,【竜姫】ドラシア / 【竜姫】リュシエ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_dracia / ch2_rucie / ch2_mirea / ch2_viola,4480,100,100,100,1.02,
chapter:roam4_1_elite393:2,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,7560,100,100,100,2,
chapter:roam4_1_elite393:2,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,7560,100,100,100,1.58,
chapter:roam4_1_elite393:2,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,7560,100,100,100,2,
heroes:0,森羅王ケルヌンノス / 創世巨神ジェネゴリア / 機神アークノヴァ / 死界覇王モルディウス,forest_cernunnos / genesis_golem / dark_sovereign / death_lord,3000,100,100,100,12.4,
heroes:0,天翔聖馬ペガシエル / 終環蛇ヨルムンガルド / 氷界皇ニヴルシア / 混沌魔皇カオスディア,celestial_pegasus / world_serpent / frost_sovereign / chaos_king,3000,100,45,45.0,28.39,
heroes:0,夢妖精ルミエラ / 暁剣姫アウレリア / 灰燼鬼カグラ / 虚無鯨アビサリス,fate_weaver / abyss_gatekeeper / nightmare_empress / crownless_hero,3000,100,64,64.0,30.84,
heroes:0,月蝕狼ルナファング / 天雷獅子レグルス / 翠嵐グリフォン / 星葬姫ルミナリア,light_sovereign / space_whale / dream_emperor / storm_sovereign,3000,100,98,98.0,16.61,
heroes:0,原初不死鳥フェニクシア / 黒曜竜ヴァルグリム / 深淵海姫セイレーネ / 天帝麒麟セイラン,primordial_phoenix / earth_sovereign / time_dragon / celestial_kirin,3000,100,96,96.0,18.33,
heroes:8,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,4500,100,98,98.0,8.95,
heroes:8,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,4500,100,97,97.0,10.7,
heroes:8,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,4500,100,100,100,7.44,
heroes:16,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,8500,100,100,100,7.49,
heroes:16,【双藤】ネヴィア / 【双藤】エルミナ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_nevia / ch2_elmina / ch2_aure / ch2_noelle,8500,100,100,100,5.66,
heroes:16,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,8500,100,100,100,5.91,
campaign:6:boss,水精 / 泥殻将グラブロス / 砂鉄蠍サンドレギオン / 翠嵐竜ヴァイゼル,water_spirit / mud_crab / sand_scorpion / wyvern,180,100,100,100,2.04,
campaign:6:boss,聖環精ルミナリエ / 苔王機モスゴリアス / 水門妖カワロウ / 鋏刃アビスロブスター,angelic_orb / moss_golem / river_kappa / scissor_mantis,180,100,100,100,2.11,
campaign:6:boss,蒼歌姫セイレーネ / 蒼冠王アズルメルム / 深淵魔導イカ / 雷迅鳥ヴォルトラプター,tide_siren / king_slime / fountain_pen_mage / thunder_raptor,180,100,100,100,3,
campaign:14:boss,日輪聖女ソラリア / 黒葬騎ディアブロス / 深海サルパ百鬼夜行 / 禁海の断頭魚,sun_priestess / dark_knight / pencilcase_parade / forbidden_paper_cutter,420,100,100,100,1.01,
campaign:14:boss,氷樹姫ニヴルドリアード / 熔甲王マグマスカラベ / 雷衣術師エレノア / 深海龍ネレイド,frost_dryad / magma_beetle / volt_veil_arcanist / chalkboard_dragon,420,100,100,100,1,
campaign:14:boss,幽光オバケクラゲ / 鉄角王ミノスフェルム / 嵐魔公ジンテンペスタ / 骨縫獣キメラモルド,correction_ghost / iron_minotaur / storm_djinn / bone_chimera,420,100,100,100,1.36,
campaign:22:boss,氷樹姫ニヴルドリアード / 世界樹護王ユグドガルド / 深海サルパ百鬼夜行 / 雷帝獣ヴァジュラ,frost_dryad / world_tree_guardian / pencilcase_parade / thunder_emperor,660,100,100,100,1.05,
campaign:22:boss,天角聖鹿セレススタッグ / 海嘯幼竜リヴァイアス / 雷衣術師エレノア / 海魔騎クラーケンロード,sky_stag / leviathan_spawn / volt_veil_arcanist / kraken_knight,660,100,100,100,1.01,
campaign:22:boss,幽光オバケクラゲ / 薔薇葬騎ローゼンヴァイス / 機巧賢者クロノマギア / 雷鳴不死鳥フェニクスヴォルト,correction_ghost / rose_knight / clockwork_mage / storm_phoenix,660,100,100,100,1.19,
campaign:30:abyss_envy,葬列司祭ネクロビショップ / 熔甲王マグマスカラベ / 深海サルパ百鬼夜行 / 雷帝獣ヴァジュラ,grave_bishop / magma_beetle / pencilcase_parade / thunder_emperor,900,100,100,100,1.53,
campaign:30:abyss_envy,極光聖獣アウロラ / 金剛神機アダマント / 氷界女帝グラシエラ / 爆界巨神ヴォルカノス,aurora_unicorn / adamant_golem / glacier_queen / volcano_titan,900,100,100,100,2.81,
campaign:30:abyss_envy,日輪聖女ソラリア / 世界樹護王ユグドガルド / 日輪賢獣ソルスフィンクス / 血月侯ヴラドノクス,sun_priestess / world_tree_guardian / solar_sphinx / blood_count,900,100,100,100,2.5,
campaign:38:boss,熾天聖セラフィエル / 凍鏡騎士グラシエル / 冥毒九頭竜ヒュドラ / 魔皇ディアボロス,seraphim / frozen_mirror_knight / abyssal_hydra / demon_lord,1140,100,100,100,1.01,
campaign:38:boss,天角聖鹿セレススタッグ / 海嘯幼竜リヴァイアス / 疫界竜ペスティドラ / 戦慄騎ケンタウロス,sky_stag / leviathan_spawn / plague_dragon / dread_centaur,1140,100,100,100,1.06,
campaign:38:boss,極光聖獣アウロラ / 地殻巨神テラコロッサス / 冥炎蝶ヘルモルフォ / 終刻狼ラグナロク,aurora_unicorn / earth_colossus / hell_butterfly / ragnarok_wolf,1140,100,100,100,1.98,
campaign:46:boss,天翔聖馬ペガシエル / 翠嶺巨獣ベヒモルド / 海皇姫ネレイディア / 氷獄狼フェンリシア,celestial_pegasus / emerald_behemoth / sea_empress / frost_fenrir,1380,100,100,100,1.01,
campaign:46:boss,刻律機クロノギア / 凍鏡騎士グラシエル / 冥毒九頭竜ヒュドラ / 蝕界竜エクリプシア,time_keeper / frozen_mirror_knight / abyssal_hydra / eclipse_dragon,1380,100,100,100,1.03,
campaign:46:boss,熾天聖セラフィエル / 天穹鯨セレスティア / 天嵐蛇王テンペストナーガ / 雷霆麒麟ヴァジュラン,seraphim / celestial_whale / tempest_serpent / thunder_kirin,1380,100,100,100,1.04,
campaign:54:boss,天翔聖馬ペガシエル / 黒曜巨神オブシディア / 夢幻竜モルフェドラ / 日輪神鳥ソルガルーダ,celestial_pegasus / obsidian_titan / dream_dragon / sun_garuda,1620,100,100,100,1,
campaign:54:boss,刻律機クロノギア / 雷装機神デウスマキナ / 月仙兎アルミラージュ / 冥府皇ハデスノクス,time_keeper / mechanical_deity / moon_rabbit_sage / underworld_king,1620,100,100,100,1,
campaign:54:boss,熾天聖セラフィエル / 翠嶺巨獣ベヒモルド / 嵐海覇竜リヴァイオン / 氷獄狼フェンリシア,seraphim / emerald_behemoth / storm_leviathan / frost_fenrir,1620,100,100,100,1,
campaign:62:boss,森羅王ケルヌンノス / 玄天聖亀ゲンブロス / 晶界女帝クリスタリア / 雷冠竜ヴォルトレクス,forest_cernunnos / sacred_turtle / crystal_empress / thunder_crown_dragon,1860,100,100,100,1,
campaign:62:boss,天翔聖馬ペガシエル / 黒曜巨神オブシディア / 夢幻竜モルフェドラ / 太古竜エルドラグーン,celestial_pegasus / obsidian_titan / dream_dragon / ancient_dragon,1860,100,100,100,1,
campaign:62:boss,刻律機クロノギア / 雷装機神デウスマキナ / 月仙兎アルミラージュ / 砂冥神アヌビス,time_keeper / mechanical_deity / moon_rabbit_sage / desert_anubis,1860,100,100,100,1,
campaign:70:abyss_pride,原初不死鳥フェニクシア / 獣界覇王ベヒモルク / ベチー / 黙示滅竜アポカリオン,primordial_phoenix / king_behemoth / bechi / apocalypse_dragon,2100,100,100,100,1.11,
campaign:70:abyss_pride,熾天聖セラフィエル / 翠嶺巨獣ベヒモルド / 月仙兎アルミラージュ / 太古竜エルドラグーン,seraphim / emerald_behemoth / moon_rabbit_sage / ancient_dragon,2100,100,100,100,1.13,
campaign:70:abyss_pride,刻律機クロノギア / 雷装機神デウスマキナ / 夢幻竜モルフェドラ / 雷冠竜ヴォルトレクス,time_keeper / mechanical_deity / dream_dragon / thunder_crown_dragon,2100,100,100,100,1.19,
campaign:78:boss,原初不死鳥フェニクシア / 終環蛇ヨルムンガルド / 堕天熾使アザリエル / 永劫戦姫エタルキア,primordial_phoenix / world_serpent / fallen_seraph / eternal_valkyrie,2340,100,100,100,1,
campaign:78:boss,森羅王ケルヌンノス / 獣界覇王ベヒモルク / 虚無皇ヴォイドレクス / 神滅機アーク・ノア,forest_cernunnos / king_behemoth / void_emperor / god_machine_ark,2340,100,100,100,1,
campaign:78:boss,天翔聖馬ペガシエル / 玄天聖亀ゲンブロス / 冥海竜皇リヴァイアサン / 黙示滅竜アポカリオン,celestial_pegasus / sacred_turtle / abyssal_leviathan / apocalypse_dragon,2340,100,100,100,1,
campaign:84:boss,原初不死鳥フェニクシア / 創世巨神ジェネゴリア / 無窮九頭竜インフィニドラ / 天帝麒麟セイラン,primordial_phoenix / genesis_golem / infinite_hydra / celestial_kirin,2520,100,100,100,1,
campaign:84:boss,森羅王ケルヌンノス / 終環蛇ヨルムンガルド / 堕天熾使アザリエル / 死界覇王モルディウス,forest_cernunnos / world_serpent / fallen_seraph / death_lord,2520,100,100,100,1,
campaign:84:boss,天翔聖馬ペガシエル / 獣界覇王ベヒモルク / 虚無皇ヴォイドレクス / 混沌魔皇カオスディア,celestial_pegasus / king_behemoth / void_emperor / chaos_king,2520,100,100,100,1,
campaign:90:ten_chaos,月蝕狼ルナファング / 黒曜竜ヴァルグリム / 氷界皇ニヴルシア / 星葬姫ルミナリア,light_sovereign / earth_sovereign / frost_sovereign / storm_sovereign,2700,100,100,100,1.27,
campaign:90:ten_chaos,原初不死鳥フェニクシア / 創世巨神ジェネゴリア / 無窮九頭竜インフィニドラ / 天帝麒麟セイラン,primordial_phoenix / genesis_golem / infinite_hydra / celestial_kirin,2700,100,100,100,1.17,
campaign:90:ten_chaos,森羅王ケルヌンノス / 終環蛇ヨルムンガルド / 堕天熾使アザリエル / 死界覇王モルディウス,forest_cernunnos / world_serpent / fallen_seraph / death_lord,2700,100,100,100,1.35,
campaign:98:boss,夢妖精ルミエラ / 天雷獅子レグルス / 灰燼鬼カグラ / 虚無鯨アビサリス,fate_weaver / space_whale / nightmare_empress / crownless_hero,2940,100,100,100,1,
campaign:98:boss,月蝕狼ルナファング / 黒曜竜ヴァルグリム / 翠嵐グリフォン / 星葬姫ルミナリア,light_sovereign / earth_sovereign / dream_emperor / storm_sovereign,2940,100,100,100,1,
campaign:98:boss,原初不死鳥フェニクシア / 創世巨神ジェネゴリア / 深淵海姫セイレーネ / 天帝麒麟セイラン,primordial_phoenix / genesis_golem / time_dragon / celestial_kirin,2940,100,100,100,1,
rematch:floor-boss-30,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,30,100,100,100,1.24,
rematch:floor-boss-30,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,30,100,100,100,1.12,
rematch:floor-boss-30,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,30,100,100,100,1.14,
rematch:floor-boss-120,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,120,100,100,100,1.58,
rematch:floor-boss-120,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,120,100,100,100,1.35,
rematch:floor-boss-120,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,120,100,100,100,1.12,
rematch:floor-boss-210,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,210,100,100,100,1.73,
rematch:floor-boss-210,【鏡侍女】リュネ / 【鏡侍女】ロゼ / 【聖翼】アウレ / 【聖翼】ノエル,ch2_ryune / ch2_rose / ch2_aure / ch2_noelle,210,100,100,100,2,
rematch:floor-boss-210,【双雷】カリスタ / 【双雷】ソレーヌ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_calista / ch2_solenne / ch2_mirea / ch2_viola,210,100,100,100,2,
rematch:floor-boss-290,【返誓】ロスティア / 【返誓】アルテア / 【星刻】エイレーネ / 【星刻】イリデル,ch2_rostia / ch2_althea / ch2_eirene / ch2_iridelle,290,100,100,100,3.62,
rematch:floor-boss-290,【剣姫】ネメシア / 【剣姫】エヴェリア / 【双鐘】フェルネ / 【双鐘】クラリス,ch2_nemesia / ch2_everia / ch2_ferne / ch2_clarisse,290,100,100,100,3.02,
rematch:floor-boss-290,【竜姫】ドラシア / 【竜姫】リュシエ / 【薬毒】ミレア / 【薬毒】ヴィオラ,ch2_dracia / ch2_rucie / ch2_mirea / ch2_viola,290,100,100,100,4.36,
rematch:floor-boss-380,【霊符】シオン / 【霊符】スイレン / 【日月】ルナリア / 【日月】ソラリア,ch2_shion / ch2_suiren / ch2_lunaria / ch2_solaria,380,100,100,100,2.63,
rematch:floor-boss-380,【封鍵】メリオラ / 【封鍵】エリゼル / 【薔薇】ノクテル / 【薔薇】オーリアン,ch2_meliora / ch2_elyselle / ch2_noctelle / ch2_auriane,380,100,100,100,2.36,
